Date,Time,Artist(s),Instruments/Details,Venue
2025-12-25,10:30,Dr. Radha Bhaskar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-25,12:45,Vishwesh Kasi,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-25,14:00,Ritvik Vadi,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-25,15:15,Cotah Sisters (Purva Dhanashree & Paavani Cotah),,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-25,17:00,Dr. Brindha Manickavasakan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-25,19:00,Kalyanapuram S. Aravind,"""Kambayanam"" - Narration and Vocal","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-26,09:00,Sowmya Acharya,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-26,10:30,Aravind Sundar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-26,12:45,Aghalya Manimohan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-26,14:00,Haasini Battiprolu,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-26,15:15,Vaibhav Ramu,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-26,17:00,Kiranavali Vidyasankar with Disciples,"""Sarvam Vishnu Mayam"" - Vocal","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-26,19:00,Vid. N.J. Nandini,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-27,09:00,Subatra Jayaseelan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-27,10:30,Vid. Tiruvarur Vaidyanathan,"""Vibrations""","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-27,12:15,Thurgaashini Selvakumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-27,13:15,Hamsini Naidu,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-27,14:15,Vidya Kanthan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-27,15:30,Lakshmipriya R,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-27,17:00,"Spoorthi Rao, Vishwas Hari","Vocal, Mandolin","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-27,19:00,Sooryagayathri,"""Bhakthi Sangeet"" - Vocal","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-28,08:15,S. Hiranmayee,Veena,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-28,09:00,Vasundhara Kikkeri,Veena,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-28,10:30,Revathi Subramanian,"""Kalinga Narthana Krishna"" - Katha Kutchery","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-28,12:45,Dhruv Vadiraj,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-28,14:00,Vrishank Ramadugu,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-28,15:15,Rishabh Kaushik,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-28,17:00,Dr. S. Sundar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-28,19:00,V.K. Manimaran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-29,09:00,Sriranjani Darbha,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-29,10:30,V.K. Arun Kumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-29,12:45,Aadhya Sridharan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-29,14:00,Krishna Palya,Veena,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-29,15:15,Malladi Sivanad,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-29,17:00,Dr. Nanditha Ravi,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-29,19:00,Udayalur Kalyanaraman Bhagavatar,Namasankeertanam,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-30,09:00,Kanmoni Sasi (Margazhi Matram Artiste),Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-30,10:30,Vid. Patri Satish Kumar,Percussion Ensemble,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-30,12:45,Vasundhara Kikkeri,Swara School of Music,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-30,14:00,Pavan Mani,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-30,15:15,Shardul Krishnakumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-30,17:00,Shradha Ganesh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-30,19:00,R. Suryaprakash,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,09:00,Dilip Simha,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,10:15,Bhargavi Balasubramaniam,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,12:15,Ria Kaushik,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,13:00,Rohan Musti,Flute,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,14:00,Sanika Pande,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,15:15,Pranav Kikkeri,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,16:45,Shubashree Ramachandran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,18:30,"VVS Murari, Ashwani Shankar","""Carnatic Hindustani Jugalbandhi"" - Violin, Shehnai","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2025-12-31,22:00,Ethnic New Year Eve!,,Vani Mahal Main Hall
2026-01-02,09:00,S.N. Sasanka,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-02,10:30,Prof. Somasundaram Venkateswaran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-02,12:45,Sahana Ranganathan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-02,14:00,Sanjana Raman,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-02,15:15,Anirudh Raja,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-02,17:00,G Ravikiran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-02,19:00,Amrutha Venkatesh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-03,09:00,Vignesh Thyagarajan & Aparma Thyagarajan,Violin Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-03,10:30,Vanitha Suresh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-03,12:45,Sharanya & Bhavana Srinivasan,Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-03,14:00,Mahati Sudhakar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-03,15:15,Dr. Sanjay Subramanian (USA),Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-03,17:00,Tiruvarur Girish,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-03,19:00,Nithyasree Mahadevan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-04,09:00,Shashank Mahesh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-04,10:30,Shruthi Shankar Kumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-04,12:45,Madhura Sriram,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-04,14:00,Manasa Subramaniam,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-04,15:15,Dhanya Dinesh Rudrapatna,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-04,17:00,Pattabhirama Pandit,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-04,19:00,Neyveli Santhanagopalan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-05,09:00,Sreeranjane Kaushik,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-05,10:30,Nithyasree. S,Veena,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-05,12:45,Namagiripettai Gokulakrishnan (Margazhi Matram Artiste),Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-05,14:00,Ranjani Radha,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-05,15:15,Prithvi Harish,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-05,17:00,Jayashree Vaidyanathan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-05,19:00,Sankari Krishnan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-06,09:00,Uma Ramakrishnan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-06,10:30,Shanthala Subramaniyam,Flute,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-06,12:45,Madhavi Prakash,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-06,14:00,Nanditha Kannan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-06,15:15,Shruthi Bhat,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-06,17:00,Kruthi Bhat,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-06,19:00,Delhi P. Sundararajan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-07,09:00,Swathi Srikrishna,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-07,10:30,"Vishal Sapuram, Sruti Sarathy","""Unfretted"" - Chitravina & Violin","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-07,12:45,Pranav Arcot,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-07,14:00,Anirudhh Shankar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-07,15:15,Meenakshi Kannan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-07,17:00,Delhi V. Muthukumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-07,19:00,Mahadevan Sankaranarayanan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-08,09:00,Rasika Sivakumar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-08,10:30,Rithuu Rajendran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-08,12:45,Akshaya Hari (Margazhi Matram Artiste),Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-08,14:00,Bharadwaj Subramaniam,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-08,15:15,V. Yadushree,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-08,17:00,Chinmaya Sisters (Uma & Geetha),Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-08,19:00,A.S. Murali,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-09,09:00,N.S. Kamakshi,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-09,10:30,Shenkottai Harihara Subramanian Bhagavathar,Namasankeethanam,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-09,12:45,Palghat Sisters (Sowmya & Swetha),Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-09,14:00,Nikhil Shankar,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-09,15:15,Sri Sri Sisters (Sriya Srinivas & Sreeja Srinivas),Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-09,17:00,"Janani Hamsini, Rangappriya Sankaranarayanan, Aswini Srinivasan","""Pravaham"" - Vocal, Violin, Mridangam","Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-09,19:00,J.B. Keerthana,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-10,09:00,Srividya Vasudevan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-10,10:30,Kumbhakonam Shankararaman,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-10,12:45,V.S. Abhirami,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-10,14:00,Hamsini Vydeeswaran,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-10,15:15,Iyer Sisters (Dr. R.S. Sudha & R.S. Srividhya),Vocal Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-10,17:00,Sai Vignesh,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-10,19:00,T.N.S. Krishna,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-11,08:15,Dwaraka Colony Bhajan Mandali,,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-11,09:00,Samanvitha Sasidharan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-11,10:30,B.U.Ganesh Prasad,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-11,12:45,"Lavanya V.L, Sudarshan",Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-11,14:00,Srijith Poosarla,Mandolin,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-11,15:15,Arya Nagarajan,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-11,17:00,Abilash Giri Prasad,Vocal,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
2026-01-11,19:00,Vittal Ramamurthy and Srihari Vittal,Violin Duet,"Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004"
