Date,Time,Artist(s),Instruments/Details,Venue
2025-12-27,13:00,Heramba & Hemantha,"Flute Duet; Sai Giridhar (Mridangam); Samyuktha Sreeram (Ghatam)",Krishna Gana Sabha
2025-12-27,16:00,Trichur Brothers Srikrishna Mohan & Ramkumar Mohan,"Vocal Duet; Idapalli Ajithkumar (Violin); Sumesh S Narayanan (Mridangam); G. Guruprasanna (Kanjira)",Krishna Gana Sabha
2025-12-27,19:00,Shobana,Bharatanatyam,Krishna Gana Sabha
2025-12-28,07:00,Vittaldas Jayakrishna Dikshithar,Maha Bhaktha Vijayam,Krishna Gana Sabha
2025-12-28,,Nirupama & Rajendra [Cite: 78],"Natya Kala Conference Day 1: Inauguration of 43rd Natya Kala Conference - NAVONMESHA",Krishna Gana Sabha
2025-12-28,,Rudrakshya Foundation [Cite: 78],"Natya Kala Conference: PURUSHAANG (Odissi Beyond Boundaries)",Krishna Gana Sabha
2025-12-28,,Chandraprakash Dwivedi [Cite: 78],"Natya Kala Conference: UJJEEVAN (Recreating Classical Themes)",Krishna Gana Sabha
2025-12-28,,Tanusree Shankar & Dancers [Cite: 79],"Natya Kala Conference: NAVODAYA (Uday Shankar's Unique Style)",Krishna Gana Sabha
2025-12-28,,Panelists: Divya Nayar; Renjith Vijna; Dr. Himanshu Srivastava [Cite: 80],"Natya Kala Conference Panel: ANVESHANA (Creative Freedom in interpreting classics)",Krishna Gana Sabha
2025-12-28,08:00,Prof. Deepak Paramashivan with Anil V Iyer [Cite: 81],"Natya Kala Conference Workshop: RANGADHARMI",Sri Ramakrishna Mission Sarada Vidyalaya School
2025-12-28,10:00,Vishaka Hari & Party,Musical Discourse on Dashavidha Ramayanam (Ramayana in 10 Languages),Krishna Gana Sabha
2025-12-28,19:00,Malavika Sarukkai,Bharatanatyam,Krishna Gana Sabha
2025-12-29,07:00,Vittaldas Jayakrishna Dikshithar,Maha Bhaktha Vijayam,Krishna Gana Sabha
2025-12-29,09:30,S. Srivathsan,"Vocals; C.S. Chinmayi (Violin); R. Akshay Ram (Mridangam)",Krishna Gana Sabha
2025-12-29,10:35,Archana & Aarathi,"Vocal Duet; Alankode VS Gokul (Violin); Akshay Ananthapadmanabhan (Mridangam); Nerkunam Dr. S. Sankar (Kanjira)",Krishna Gana Sabha
2025-12-29,11:00,Ranjani & Gayatri,Vocal Duet; Rajeev Mukundan (Violin),Krishna Gana Sabha
2025-12-29,11:55,Anitha Guha's Bharathanjali,Mahadevam Mahasenam,Krishna Gana Sabha
2025-12-29,12:35,Swarathmika Srikanth,"Vocals; Shraddha Ravindran (Violin); Sarvesh Karthik (Mridangam)",Krishna Gana Sabha
2025-12-29,13:00,Aishwarya Shankar,"Vocals; M. Vijay (Violin); B.S. Prashanth (Mridangam); S. Sunil Kumar (Kanjira)",Krishna Gana Sabha
2025-12-29,14:15,K. Bharat Sundar,"Vocals; Sayee Rakshith (Violin); Delhi Sairam (Mridangam); H. Prasanna (Ghatam)",Krishna Gana Sabha
2025-12-29,16:00,Sriranjani Tapasya Santhanagopalan,"Vocals; Rajeev Mukundan (Violin); K. Sai Giridhar (Mridangam); S. Sunil Kumar (Kanjira)",Krishna Gana Sabha
2025-12-29,,Dr. Anuradha Tadakamalla; G. Narendra; Dr. Neena Prasad; Vineeth Radhakrishna [Cite: 114],"Natya Kala Conference Day 2: VRITTIS (The Route to Abhinaya)",Krishna Gana Sabha
2025-12-29,,Bickram Ghosh [Cite: 114],"Natya Kala Conference: Rhythms and the Universe",Krishna Gana Sabha
2025-12-29,,Sandhya Raman [Cite: 114],"Natya Kala Conference: AHARYA (Perceptive Costuming)",Krishna Gana Sabha
2025-12-29,,Panelists: Anuradha Vikranth; Swapnokalpa Dasgupta; Akhila Krishnamurthy [Cite: 114],"Natya Kala Conference Panel: SAHRUDAYA SAMBHASHANAM",Krishna Gana Sabha
2025-12-29,08:00,Tanusree Shankar [Cite: 99],"Natya Kala Conference Workshop: NAVODAYA (Uday Shankar Style)",Sri Ramakrishna Mission Sarada Vidyalaya School
2025-12-30,07:00,Vittaldas Jayakrishna Dikshithar,Maha Bhaktha Vijayam,Krishna Gana Sabha
2025-12-30,08:00,Bickram Ghosh [Cite: 130],"Natya Kala Conference Workshop: The Aesthetics of Musical Math",Sri Ramakrishna Mission Sarada Vidyalaya School
2025-12-30,09:30,Dr. C. Rajendran [Cite: 132, 136],"Natya Kala Conference: SHAASTRA-MOOLAM (Natyashastric Roots)",Krishna Gana Sabha
2025-12-30,10:15,Gyan Dev Singh [Cite: 138, 143],"Natya Kala Conference: RANGA-PRAKAASHA (Lighting)",Krishna Gana Sabha
2025-12-30,10:45,Dr. Vasanthalakshmi Narasimhachari [Cite: 144, 147],"Natya Kala Conference: SHAASTRA & PRAYOGA",Krishna Gana Sabha
2025-12-30,11:15,Priya Murle; S. Janaki; Ramya Ramnarayan [Cite: 150, 153],"Natya Kala Conference: PRAYUKTHA (Responding with Responsibility)",Krishna Gana Sabha
2025-12-30,11:55,Panelists: Mayuri Upadhya; Dr. Methil Devika; Vaibhav Arekar [Cite: 156, 159],"Natya Kala Conference Panel: TARANA (Expanding the Horizon)",Krishna Gana Sabha
2025-12-30,12:50,Nirupama & Rajendra [Cite: 164, 165],"Natya Kala Conference: BHARATHAKAVYAM (An Expression of Gratitude)",Krishna Gana Sabha
2025-12-30,13:10,,Natya Kala Conference: Valedictory Function [Cite: 170],Krishna Gana Sabha
2025-12-30,16:00,Vignesh Ishwar N & Ashwath Narayanan,"Vocal Duet; R.K. Shriramkumar (Violin); Dr. Trichy Sankaran (Mridangam); G. Chandrasekara Sharma (Ghatam)",Krishna Gana Sabha
2025-12-30,19:00,Bijaiyini Satpathy,Odissi,Krishna Gana Sabha
2025-12-31,07:00,Brahmashri Vittaldas Jayakrishna Dikshithar Maharaj,Harinamasankeerthanam - Dhivya Namam & Deepa Pradakshanam,Krishna Gana Sabha
2025-12-31,11:00,Vishwas Hari & Hariprasad Subramanian,"Mandolin & Flute; Kaushik Sridhar (Mridangam); Shamita Gowda (Ghatam)",Krishna Gana Sabha
2025-12-31,13:00,Aditya Madhavan,"Vocals; B. Ananthakrishnan (Violin); Kumbakonam Swaminathan (Mridangam); V. Sai Subramaniam (Morsing)",Krishna Gana Sabha
2025-12-31,16:00,Charumathi Raghuraman & J.B. Sruthi Sagar & Ramana Balachandran & Anantha R Krishnan,Violin-Flute-Veena-Mridangam Quartet Concert,Krishna Gana Sabha
2025-12-31,19:00,Sharmila Biswas,Odissi,Krishna Gana Sabha
2025-12-31,22:00,Brahmashri Vittaldas Jayakrishna Dikshithar Maharaj,Harinamasankeerthanam on the eve of New Year 2026,Krishna Gana Sabha
2026-01-01,09:30,Vittaldas Jayakrishna Dikshithar Maharaj,Radha Kalyanam (Harinamasankeerthanam),Krishna Gana Sabha
2026-01-01,16:00,Sangeetha Bhakthi Samarpanam,"Vittal Rangan (Violin); Neyveli Narayanan (Mridangam); V. Suresh (Ghatam)",Krishna Gana Sabha
2026-01-01,19:00,Priyadarsini Govind,Bharatanatyam,Krishna Gana Sabha
2026-01-02,16:00,Akkarai Sisters Subhalakshmi & Sornalatha,"Violin Duet; Thanjavur T.R. Govindarajan (Thavil); Arjun Kumar (Mridangam)",Krishna Gana Sabha
2026-01-02,19:00,Priya Murle,Bharatanatyam,Krishna Gana Sabha
2026-01-03,16:00,Dr. B. Vijayagopal & Mylai Karthikeyan,"Flute & Nagaswaram Duet; B. Harikumar (Mridangam); Trichy Krishnaswamy (Ghatam)",Krishna Gana Sabha
2026-01-03,19:00,Jaikishore Mosalikanti / Shivamohanam,Triyambam (Kuchipudi thematic Presentation),Krishna Gana Sabha
